1300	-0.00101
1298	-0.00205
1296	-0.00375
1294	-0.00584
1292	-0.00721
1290	-0.00832
1288	-0.0102
1286	-0.01201
1284	-0.01308
1282	-0.01395
1280	-0.01545
1278	-0.01706
1276	-0.01795
1274	-0.01849
1272	-0.01971
1270	-0.02139
1268	-0.02193
1266	-0.02286
1264	-0.02397
1262	-0.02488
1260	-0.02472
1258	-0.02616
1256	-0.02734
1254	-0.02784
1252	-0.02768
1250	-0.02825
1248	-0.02866
1246	-0.02855
1244	-0.02778
1242	-0.02771
1240	-0.02734
1238	-0.0263
1236	-0.02483
1234	-0.02365
1232	-0.02223
1230	-0.01983
1228	-0.01689
1226	-0.01402
1224	-0.01058
1222	-0.00618
1220	-0.00115
1218	0.00413
1216	0.01079
1214	0.0184
1212	0.02693
1210	0.03618
1208	0.04716
1206	0.0596
1204	0.07335
1202	0.08766
1200	0.10435
1198	0.12239
1196	0.14164
1194	0.16144
1192	0.18397
1190	0.20755
1188	0.23247
1186	0.25776
1184	0.28489
1182	0.31212
1180	0.34021
1178	0.3685
1176	0.39752
1174	0.42615
1172	0.45452
1170	0.48222
1168	0.50973
1166	0.53743
1164	0.5638
1162	0.58948
1160	0.61399
1158	0.63748
1156	0.65898
1154	0.68171
1152	0.70299
1150	0.72186
1148	0.73933
1146	0.75838
1144	0.77476
1142	0.7905
1140	0.80463
1138	0.81909
1136	0.83121
1134	0.84212
1132	0.85055
1130	0.86061
1128	0.86903
1126	0.87735
1124	0.88494
1122	0.89224
1120	0.89809
1118	0.90419
1116	0.9106
1114	0.91657
1112	0.92248
1110	0.92738
1108	0.93283
1106	0.93962
1104	0.94828
1102	0.95463
1100	0.96159
1098	0.96694
1096	0.97451
1094	0.98176
1092	0.99159
1090	1.00093
1088	1.00651
1086	1.01331
1084	1.02158
1082	1.0275
1080	1.03447
1078	1.04466
1076	1.05226
1074	1.05889
1072	1.06707
1070	1.07595
1068	1.08326
1066	1.08883
1064	1.09461
1062	1.09802
1060	1.09748
1058	1.09652
1056	1.09745
1054	1.09892
1052	1.09477
1050	1.08653
1048	1.0783
1046	1.07028
1044	1.06106
1042	1.05129
1040	1.04048
1038	1.02576
1036	1.00971
1034	0.99099
1032	0.97076
1030	0.94863
1028	0.92488
1026	0.89817
1024	0.87305
1022	0.8467
1020	0.81814
1018	0.78871
1016	0.75836
1014	0.72618
1012	0.69354
1010	0.66126
1008	0.62948
1006	0.59756
1004	0.56531
1002	0.53449
1000	0.50736
998	0.48415
996	0.46909
994	0.46401
992	0.46817
990	0.48021
988	0.50212
986	0.51804
984	0.50843
982	0.47106
980	0.4232
978	0.37271
976	0.32709
974	0.28691
972	0.25401
970	0.22544
968	0.20052
966	0.17567
964	0.15224
962	0.12993
960	0.10891
