960	0.00839	0.10219	0.17252	0.20696	0.2304	0.24614	0.24397	0.25124	0.24473	0.24772	0.2354	0.19889
962	0.00822	0.10381	0.176	0.21193	0.23667	0.25124	0.24993	0.2582	0.25041	0.25327	0.2402	0.20031
964	0.00827	0.10706	0.18079	0.21818	0.24485	0.26015	0.2587	0.26639	0.25732	0.26113	0.24639	0.20362
966	0.00836	0.11105	0.18728	0.22652	0.25513	0.27128	0.27073	0.277	0.2674	0.27176	0.25558	0.20895
968	0.00821	0.11554	0.19653	0.23737	0.26728	0.28383	0.28562	0.29255	0.28191	0.2867	0.26795	0.21752
970	0.00841	0.12114	0.20677	0.24949	0.28165	0.30065	0.30222	0.3123	0.30008	0.30471	0.28494	0.23048
972	0.00917	0.12661	0.215	0.26133	0.29575	0.3182	0.31997	0.3315	0.32015	0.32658	0.30535	0.24738
974	0.00913	0.12906	0.21938	0.27031	0.30625	0.33177	0.33608	0.34857	0.34045	0.34961	0.32687	0.26647
976	0.00963	0.12852	0.22095	0.27305	0.31203	0.3392	0.3471	0.36262	0.3574	0.36999	0.34706	0.28522
978	0.01042	0.12622	0.21884	0.27069	0.31159	0.34083	0.34962	0.36935	0.36742	0.38366	0.36284	0.30214
980	0.01054	0.1227	0.21197	0.26471	0.30463	0.33647	0.34638	0.36778	0.3687	0.38952	0.37142	0.31604
982	0.00971	0.1176	0.20346	0.255	0.29461	0.32488	0.33808	0.35944	0.36276	0.39016	0.37542	0.3258
984	0.0093	0.11365	0.19672	0.24536	0.2842	0.3122	0.3255	0.3465	0.35346	0.38538	0.37645	0.33282
986	0.00955	0.11174	0.1915	0.23625	0.27348	0.30052	0.31287	0.33366	0.34262	0.37646	0.37083	0.33606
988	0.00953	0.1109	0.18773	0.23008	0.26576	0.29109	0.30346	0.32378	0.33288	0.3673	0.36269	0.33374
990	0.00931	0.11107	0.18727	0.22863	0.26387	0.28739	0.29892	0.31874	0.32917	0.3643	0.35966	0.33326
992	0.00965	0.11308	0.1906	0.23038	0.26584	0.2895	0.29955	0.31988	0.33295	0.36737	0.36609	0.3402
994	0.00986	0.11642	0.19524	0.2346	0.27075	0.29628	0.30597	0.32828	0.34272	0.37669	0.37952	0.35522
996	0.00989	0.12063	0.20089	0.24193	0.27879	0.30725	0.318	0.34153	0.35675	0.39472	0.39653	0.3761
998	0.00906	0.12498	0.20788	0.25138	0.28865	0.31959	0.33228	0.35751	0.37446	0.41677	0.41777	0.40192
1000	0.009	0.12906	0.21541	0.26168	0.30039	0.33361	0.34751	0.37603	0.39584	0.44067	0.44483	0.43179
1002	0.01017	0.13369	0.2244	0.27278	0.31381	0.34935	0.36554	0.39686	0.42022	0.46702	0.47532	0.46555
1004	0.01077	0.13893	0.23375	0.28474	0.32949	0.36502	0.3852	0.41838	0.44568	0.49706	0.50587	0.50346
1006	0.01047	0.14445	0.24254	0.29722	0.34586	0.38218	0.40434	0.44036	0.47251	0.52928	0.54042	0.54424
1008	0.01058	0.1498	0.25215	0.31041	0.36152	0.40284	0.42513	0.46374	0.50227	0.5611	0.57825	0.58676
1010	0.01188	0.15488	0.26175	0.32321	0.37727	0.42143	0.4487	0.48958	0.53208	0.59483	0.61703	0.63248
1012	0.01328	0.15927	0.26921	0.33463	0.39195	0.43762	0.47135	0.51521	0.56031	0.62928	0.65773	0.67798
1014	0.01384	0.16387	0.27649	0.3458	0.40648	0.45603	0.49144	0.53892	0.58809	0.66408	0.6914	0.72327
1016	0.01391	0.16931	0.28597	0.35662	0.42094	0.47545	0.51215	0.56297	0.61619	0.70041	0.72714	0.77175
1018	0.01392	0.17437	0.29555	0.36654	0.43459	0.49084	0.53163	0.58609	0.64709	0.73653	0.77267	0.81883
1020	0.01495	0.17868	0.30355	0.37703	0.44853	0.50457	0.5502	0.60759	0.6753	0.76819	0.81298	0.86636
1022	0.01661	0.1835	0.30998	0.38732	0.46274	0.52095	0.57029	0.62811	0.70019	0.79751	0.8482	0.91448
1024	0.01756	0.18705	0.31596	0.39611	0.47262	0.53671	0.58715	0.64646	0.72696	0.82568	0.88478	0.96167
1026	0.01857	0.18875	0.32233	0.40402	0.4807	0.54774	0.59925	0.66485	0.74892	0.85451	0.91385	1.00611
1028	0.01906	0.19177	0.32755	0.41181	0.48976	0.55947	0.61183	0.68141	0.76733	0.88161	0.93788	1.05077
1030	0.01824	0.19616	0.33137	0.4196	0.49958	0.57349	0.62523	0.69889	0.78745	0.90294	0.97211	1.09135
1032	0.01761	0.19867	0.33538	0.4259	0.50852	0.5818	0.63642	0.71392	0.80979	0.92693	1.00819	1.12549
1034	0.0181	0.19853	0.33723	0.43225	0.51545	0.58878	0.64813	0.72555	0.82709	0.94974	1.02188	1.16233
1036	0.01858	0.19803	0.34006	0.43675	0.51931	0.59969	0.65882	0.73927	0.84352	0.96398	1.04112	1.20373
1038	0.01771	0.19893	0.34399	0.43959	0.52312	0.60645	0.66713	0.75239	0.85607	0.97796	1.06904	1.23048
1040	0.01717	0.20168	0.34451	0.44425	0.53146	0.60925	0.6781	0.76242	0.86585	0.99721	1.08545	1.2528
1042	0.01761	0.20416	0.34501	0.44787	0.53528	0.61586	0.68868	0.76889	0.8796	1.02167	1.10596	1.28032
1044	0.01817	0.20483	0.35025	0.44948	0.53613	0.62002	0.69343	0.7766	0.88948	1.03762	1.12259	1.3073
1046	0.01885	0.20455	0.35489	0.45249	0.54109	0.62449	0.69673	0.78449	0.90411	1.04845	1.13237	1.33493
1048	0.0184	0.20423	0.35431	0.45391	0.54308	0.62921	0.69835	0.78812	0.91432	1.06018	1.14233	1.36508
1050	0.01659	0.20364	0.35108	0.45042	0.54096	0.63075	0.69649	0.78733	0.91171	1.06804	1.14166	1.37548
1052	0.01513	0.2016	0.34709	0.44676	0.5424	0.62767	0.6957	0.78988	0.91126	1.07124	1.14034	1.37747
1054	0.01508	0.201	0.345	0.44655	0.54336	0.62757	0.69654	0.79761	0.91458	1.0779	1.15439	1.39737
1056	0.0159	0.20111	0.34479	0.44745	0.54082	0.63276	0.69834	0.79803	0.91965	1.08251	1.16328	1.40805
1058	0.01574	0.1994	0.34394	0.44593	0.53998	0.63424	0.70008	0.7912	0.92549	1.08296	1.17184	1.41592
1060	0.0155	0.19636	0.34209	0.44412	0.53906	0.62898	0.69947	0.787	0.93452	1.08137	1.17976	1.43026
1062	0.01562	0.19329	0.34011	0.44231	0.53557	0.62165	0.69854	0.78549	0.93721	1.08039	1.17895	1.43984
1064	0.01576	0.19203	0.33752	0.43708	0.53214	0.61911	0.69552	0.78345	0.92868	1.07463	1.18083	1.43589
1066	0.01675	0.19102	0.33502	0.43225	0.53093	0.61911	0.68869	0.78263	0.91273	1.07527	1.18724	1.43325
1068	0.01714	0.18911	0.33294	0.4318	0.52869	0.61201	0.68189	0.77892	0.90463	1.08254	1.17853	1.42752
1070	0.01684	0.1872	0.33094	0.42965	0.52397	0.60573	0.67618	0.77044	0.90721	1.06849	1.16294	1.40982
1072	0.01643	0.18448	0.32827	0.42441	0.51815	0.60216	0.67216	0.76422	0.90301	1.04966	1.15725	1.40383
1074	0.0164	0.1813	0.3246	0.42014	0.51229	0.59794	0.66407	0.75752	0.89256	1.0427	1.15978	1.39894
1076	0.01661	0.17967	0.32003	0.41643	0.50873	0.59292	0.65568	0.74797	0.87928	1.03805	1.15448	1.37895
1078	0.01631	0.17825	0.31653	0.41343	0.50404	0.5854	0.64943	0.73975	0.87084	1.02714	1.14028	1.36609
1080	0.01651	0.17612	0.31462	0.4107	0.49816	0.5784	0.64298	0.7339	0.86671	1.01582	1.11736	1.35847
1082	0.01641	0.17395	0.312	0.40563	0.49387	0.57273	0.63957	0.73244	0.85892	1.00803	1.08875	1.33704
1084	0.01649	0.17141	0.30915	0.40037	0.49053	0.56724	0.6364	0.7267	0.84518	1.00252	1.07228	1.31281
1086	0.01656	0.16884	0.30632	0.39599	0.48621	0.56256	0.63098	0.71608	0.83187	0.99079	1.06096	1.29951
1088	0.01712	0.16685	0.30137	0.39325	0.48055	0.55846	0.6223	0.70552	0.81931	0.98233	1.05234	1.28102
1090	0.01888	0.16351	0.29659	0.3896	0.47328	0.5564	0.61377	0.69842	0.81089	0.97072	1.04214	1.25818
