   1.0476000e-01   1.7484000e-01   2.0981000e-01   2.3144000e-01   2.4927000e-01   2.5788000e-01   2.4648000e-01   2.4793523e-01   2.3606479e-01   2.3555000e-01   2.2240000e-01   2.1322959e-01
   1.0638000e-01   1.7832000e-01   2.1478000e-01   2.3771000e-01   2.5437000e-01   2.6517000e-01   2.5216000e-01   2.5348523e-01   2.4086479e-01   2.3956000e-01   2.2435000e-01   2.1555959e-01
   1.0963000e-01   1.8311000e-01   2.2103000e-01   2.4589000e-01   2.6328000e-01   2.7326000e-01   2.5907000e-01   2.6134523e-01   2.4705479e-01   2.4667000e-01   2.2779000e-01   2.2013959e-01
   1.1362000e-01   1.8960000e-01   2.2937000e-01   2.5617000e-01   2.7441000e-01   2.8378000e-01   2.6915000e-01   2.7197523e-01   2.5624479e-01   2.5590000e-01   2.3370000e-01   2.2642959e-01
   1.1811000e-01   1.9885000e-01   2.4022000e-01   2.6832000e-01   2.8696000e-01   2.9746000e-01   2.8366000e-01   2.8691523e-01   2.6861479e-01   2.6906000e-01   2.4422000e-01   2.3689959e-01
   1.2371000e-01   2.0909000e-01   2.5234000e-01   2.8269000e-01   3.0378000e-01   3.1592000e-01   3.0183000e-01   3.0492523e-01   2.8560479e-01   2.8680000e-01   2.5893000e-01   2.5129959e-01
   1.2918000e-01   2.1732000e-01   2.6418000e-01   2.9679000e-01   3.2133000e-01   3.3603000e-01   3.2190000e-01   3.2679523e-01   3.0601479e-01   3.0710000e-01   2.7668000e-01   2.6807959e-01
   1.3163000e-01   2.2170000e-01   2.7316000e-01   3.0729000e-01   3.3490000e-01   3.5306000e-01   3.4220000e-01   3.4982523e-01   3.2753479e-01   3.2868000e-01   2.9672000e-01   2.8846959e-01
   1.3109000e-01   2.2327000e-01   2.7590000e-01   3.1307000e-01   3.4233000e-01   3.6460000e-01   3.5915000e-01   3.7020523e-01   3.4772479e-01   3.5165000e-01   3.1565000e-01   3.0816959e-01
   1.2879000e-01   2.2116000e-01   2.7354000e-01   3.1263000e-01   3.4396000e-01   3.6965000e-01   3.6917000e-01   3.8387523e-01   3.6350479e-01   3.6998000e-01   3.3325000e-01   3.2551959e-01
   1.2527000e-01   2.1429000e-01   2.6756000e-01   3.0567000e-01   3.3960000e-01   3.6850000e-01   3.7045000e-01   3.8973523e-01   3.7208479e-01   3.8052000e-01   3.4634000e-01   3.4046959e-01
   1.2017000e-01   2.0578000e-01   2.5785000e-01   2.9565000e-01   3.2801000e-01   3.5947000e-01   3.6451000e-01   3.9037523e-01   3.7608479e-01   3.8721000e-01   3.5497000e-01   3.5028959e-01
   1.1622000e-01   1.9904000e-01   2.4821000e-01   2.8524000e-01   3.1533000e-01   3.4743000e-01   3.5521000e-01   3.8559523e-01   3.7711479e-01   3.9075000e-01   3.6021000e-01   3.5610959e-01
   1.1431000e-01   1.9382000e-01   2.3910000e-01   2.7452000e-01   3.0365000e-01   3.3298000e-01   3.4437000e-01   3.7667523e-01   3.7149479e-01   3.9047000e-01   3.5932000e-01   3.5737959e-01
   1.1347000e-01   1.9005000e-01   2.3293000e-01   2.6680000e-01   2.9422000e-01   3.2155000e-01   3.3463000e-01   3.6751523e-01   3.6335479e-01   3.8435000e-01   3.5467000e-01   3.5352959e-01
   1.1364000e-01   1.8959000e-01   2.3148000e-01   2.6491000e-01   2.9052000e-01   3.2002000e-01   3.3092000e-01   3.6451523e-01   3.6032479e-01   3.8086000e-01   3.5255000e-01   3.5134959e-01
   1.1565000e-01   1.9292000e-01   2.3323000e-01   2.6688000e-01   2.9263000e-01   3.2303000e-01   3.3470000e-01   3.6758523e-01   3.6675479e-01   3.8755000e-01   3.5834000e-01   3.6030959e-01
   1.1899000e-01   1.9756000e-01   2.3745000e-01   2.7179000e-01   2.9941000e-01   3.2957000e-01   3.4447000e-01   3.7690523e-01   3.8018479e-01   4.0094000e-01   3.7125000e-01   3.7607959e-01
   1.2320000e-01   2.0321000e-01   2.4478000e-01   2.7983000e-01   3.1038000e-01   3.4065000e-01   3.5850000e-01   3.9493523e-01   3.9719479e-01   4.1866000e-01   3.9085000e-01   3.9532959e-01
   1.2755000e-01   2.1020000e-01   2.5423000e-01   2.8969000e-01   3.2272000e-01   3.5551000e-01   3.7621000e-01   4.1698523e-01   4.1843479e-01   4.4131000e-01   4.1756000e-01   4.2135959e-01
   1.3163000e-01   2.1773000e-01   2.6453000e-01   3.0143000e-01   3.3674000e-01   3.7302000e-01   3.9759000e-01   4.4088523e-01   4.4549479e-01   4.6910000e-01   4.4719000e-01   4.5250959e-01
   1.3626000e-01   2.2672000e-01   2.7563000e-01   3.1485000e-01   3.5248000e-01   3.9370000e-01   4.2197000e-01   4.6723523e-01   4.7598479e-01   5.0283000e-01   4.7800000e-01   4.8573959e-01
   1.4150000e-01   2.3607000e-01   2.8759000e-01   3.3053000e-01   3.6815000e-01   4.1770000e-01   4.4743000e-01   4.9727523e-01   5.0653479e-01   5.3867000e-01   5.1042000e-01   5.2145959e-01
   1.4702000e-01   2.4486000e-01   3.0007000e-01   3.4690000e-01   3.8531000e-01   4.4060000e-01   4.7426000e-01   5.2949523e-01   5.4108479e-01   5.7541000e-01   5.4830000e-01   5.5991959e-01
   1.5237000e-01   2.5447000e-01   3.1326000e-01   3.6256000e-01   4.0597000e-01   4.6250000e-01   5.0402000e-01   5.6131523e-01   5.7891479e-01   6.1497000e-01   5.9022000e-01   6.0203959e-01
   1.5745000e-01   2.6407000e-01   3.2606000e-01   3.7831000e-01   4.2456000e-01   4.8422000e-01   5.3383000e-01   5.9504523e-01   6.1769479e-01   6.5543000e-01   6.3394000e-01   6.4665959e-01
   1.6184000e-01   2.7153000e-01   3.3748000e-01   3.9299000e-01   4.4075000e-01   5.0865000e-01   5.6206000e-01   6.2949523e-01   6.5839479e-01   6.9510000e-01   6.7726000e-01   6.9086959e-01
   1.6644000e-01   2.7881000e-01   3.4865000e-01   4.0752000e-01   4.5916000e-01   5.3328000e-01   5.8984000e-01   6.6429523e-01   6.9206479e-01   7.3741000e-01   7.2055000e-01   7.3547959e-01
   1.7188000e-01   2.8829000e-01   3.5947000e-01   4.2198000e-01   4.7858000e-01   5.5441000e-01   6.1794000e-01   7.0062523e-01   7.2780479e-01   7.8033000e-01   7.6779000e-01   7.8593959e-01
   1.7694000e-01   2.9787000e-01   3.6939000e-01   4.3563000e-01   4.9397000e-01   5.7566000e-01   6.4884000e-01   7.3674523e-01   7.7333479e-01   8.2353000e-01   8.1448000e-01   8.3866959e-01
   1.8125000e-01   3.0587000e-01   3.7988000e-01   4.4957000e-01   5.0770000e-01   5.9409000e-01   6.7705000e-01   7.6840523e-01   8.1364479e-01   8.6002000e-01   8.5418000e-01   8.8540959e-01
   1.8607000e-01   3.1230000e-01   3.9017000e-01   4.6378000e-01   5.2408000e-01   6.1097000e-01   7.0194000e-01   7.9772523e-01   8.4886479e-01   8.9137000e-01   8.9189000e-01   9.2685959e-01
   1.8962000e-01   3.1828000e-01   3.9896000e-01   4.7366000e-01   5.3984000e-01   6.2877000e-01   7.2871000e-01   8.2589523e-01   8.8544479e-01   9.3068000e-01   9.3439000e-01   9.7128959e-01
   1.9132000e-01   3.2465000e-01   4.0687000e-01   4.8174000e-01   5.5087000e-01   6.4839000e-01   7.5067000e-01   8.5472523e-01   9.1451479e-01   9.6753000e-01   9.7865000e-01   1.0121396e+00
   1.9434000e-01   3.2987000e-01   4.1466000e-01   4.9080000e-01   5.6260000e-01   6.6719000e-01   7.6908000e-01   8.8182523e-01   9.3854479e-01   9.9465000e-01   1.0173500e+00   1.0352896e+00
   1.9873000e-01   3.3369000e-01   4.2245000e-01   5.0062000e-01   5.7662000e-01   6.8094000e-01   7.8920000e-01   9.0315523e-01   9.7277479e-01   1.0303100e+00   1.0537600e+00   1.0733396e+00
   2.0124000e-01   3.3770000e-01   4.2875000e-01   5.0956000e-01   5.8493000e-01   6.9289000e-01   8.1154000e-01   9.2714523e-01   1.0088548e+00   1.0647500e+00   1.0965400e+00   1.1189796e+00
   2.0110000e-01   3.3955000e-01   4.3510000e-01   5.1649000e-01   5.9191000e-01   7.0148000e-01   8.2884000e-01   9.4995523e-01   1.0225448e+00   1.0909300e+00   1.1354800e+00   1.1518696e+00
   2.0060000e-01   3.4238000e-01   4.3960000e-01   5.2035000e-01   6.0282000e-01   7.1242000e-01   8.4527000e-01   9.6419523e-01   1.0417848e+00   1.1101900e+00   1.1592700e+00   1.1885996e+00
   2.0150000e-01   3.4631000e-01   4.4244000e-01   5.2416000e-01   6.0958000e-01   7.2236000e-01   8.5782000e-01   9.7817523e-01   1.0697048e+00   1.1257100e+00   1.1758200e+00   1.2099296e+00
   2.0425000e-01   3.4683000e-01   4.4710000e-01   5.3250000e-01   6.1238000e-01   7.2881000e-01   8.6760000e-01   9.9742523e-01   1.0861148e+00   1.1578100e+00   1.1965700e+00   1.2219296e+00
   2.0673000e-01   3.4733000e-01   4.5072000e-01   5.3632000e-01   6.1899000e-01   7.3778000e-01   8.8135000e-01   1.0218852e+00   1.1066248e+00   1.1859000e+00   1.2348500e+00   1.2556496e+00
   2.0740000e-01   3.5257000e-01   4.5233000e-01   5.3717000e-01   6.2315000e-01   7.4116000e-01   8.9123000e-01   1.0378352e+00   1.1232548e+00   1.1990600e+00   1.2673700e+00   1.3085496e+00
   2.0712000e-01   3.5721000e-01   4.5534000e-01   5.4213000e-01   6.2762000e-01   7.4739000e-01   9.0586000e-01   1.0486652e+00   1.1330348e+00   1.2162100e+00   1.2869400e+00   1.3303896e+00
   2.0680000e-01   3.5663000e-01   4.5676000e-01   5.4412000e-01   6.3234000e-01   7.5601000e-01   9.1607000e-01   1.0603952e+00   1.1429948e+00   1.2213500e+00   1.3133700e+00   1.3426896e+00
   2.0621000e-01   3.5340000e-01   4.5327000e-01   5.4200000e-01   6.3388000e-01   7.6042000e-01   9.1346000e-01   1.0682552e+00   1.1423248e+00   1.2244600e+00   1.3144000e+00   1.3581496e+00
   2.0417000e-01   3.4941000e-01   4.4961000e-01   5.4344000e-01   6.3080000e-01   7.6239000e-01   9.1301000e-01   1.0714552e+00   1.1410048e+00   1.2350900e+00   1.3108600e+00   1.3496796e+00
   2.0357000e-01   3.4732000e-01   4.4940000e-01   5.4440000e-01   6.3070000e-01   7.6144000e-01   9.1633000e-01   1.0781152e+00   1.1550548e+00   1.2440400e+00   1.3518200e+00   1.3532396e+00
   2.0368000e-01   3.4711000e-01   4.5030000e-01   5.4186000e-01   6.3589000e-01   7.6324000e-01   9.2140000e-01   1.0827252e+00   1.1639448e+00   1.2451400e+00   1.3627300e+00   1.3776696e+00
   2.0197000e-01   3.4626000e-01   4.4878000e-01   5.4102000e-01   6.3737000e-01   7.6359000e-01   9.2724000e-01   1.0831752e+00   1.1725048e+00   1.2551300e+00   1.3409900e+00   1.4098596e+00
   1.9893000e-01   3.4441000e-01   4.4697000e-01   5.4010000e-01   6.3211000e-01   7.6384000e-01   9.3627000e-01   1.0815852e+00   1.1804248e+00   1.2758000e+00   1.3518900e+00   1.4259096e+00
   1.9586000e-01   3.4243000e-01   4.4516000e-01   5.3661000e-01   6.2478000e-01   7.6167000e-01   9.3896000e-01   1.0806052e+00   1.1796148e+00   1.2706400e+00   1.3761600e+00   1.4143096e+00
