1300	-0.01449
1298	-0.01493
1296	-0.01591
1294	-0.01718
1292	-0.01831
1290	-0.01932
1288	-0.02092
1286	-0.02194
1284	-0.02244
1282	-0.02295
1280	-0.02421
1278	-0.02554
1276	-0.02601
1274	-0.02659
1272	-0.02805
1270	-0.02958
1268	-0.02984
1266	-0.03064
1264	-0.0317
1262	-0.03325
1260	-0.03361
1258	-0.03485
1256	-0.03636
1254	-0.03763
1252	-0.03819
1250	-0.03939
1248	-0.04087
1246	-0.0419
1244	-0.04246
1242	-0.0436
1240	-0.04486
1238	-0.04563
1236	-0.04633
1234	-0.0476
1232	-0.04891
1230	-0.0495
1228	-0.04994
1226	-0.05077
1224	-0.05151
1222	-0.05184
1220	-0.05193
1218	-0.05255
1216	-0.05278
1214	-0.05287
1212	-0.05265
1210	-0.05276
1208	-0.05238
1206	-0.05169
1204	-0.05054
1202	-0.05026
1200	-0.04882
1198	-0.04752
1196	-0.04567
1194	-0.04457
1192	-0.04186
1190	-0.03951
1188	-0.03637
1186	-0.03378
1184	-0.02969
1182	-0.02579
1180	-0.02142
1178	-0.01712
1176	-0.01158
1174	-0.00611
1172	-6.04589E-4
1170	0.00539
1168	0.01225
1166	0.0193
1164	0.02565
1162	0.0331
1160	0.0409
1158	0.04904
1156	0.05607
1154	0.06462
1152	0.07262
1150	0.08121
1148	0.08864
1146	0.09771
1144	0.10536
1142	0.114
1140	0.12105
1138	0.13006
1136	0.13732
1134	0.1452
1132	0.15144
1130	0.15906
1128	0.16482
1126	0.17114
1124	0.17654
1122	0.18336
1120	0.189
1118	0.19446
1116	0.20023
1114	0.20697
1112	0.21352
1110	0.21919
1108	0.22606
1106	0.23278
1104	0.23972
1102	0.24547
1100	0.25297
1098	0.25908
1096	0.2642
1094	0.26822
1092	0.27337
1090	0.27835
1088	0.28232
1086	0.28674
1084	0.29109
1082	0.29576
1080	0.29983
1078	0.30469
1076	0.30974
1074	0.31431
1072	0.31779
1070	0.32167
1068	0.32518
1066	0.32824
1064	0.33008
1062	0.33159
1060	0.33294
1058	0.33311
1056	0.33345
1054	0.33414
1052	0.33288
1050	0.33217
1048	0.32903
1046	0.32639
1044	0.32447
1042	0.31994
1040	0.31592
1038	0.31124
1036	0.30647
1034	0.29999
1032	0.29323
1030	0.28536
1028	0.27714
1026	0.26727
1024	0.25733
1022	0.24696
1020	0.23567
1018	0.22352
1016	0.21156
1014	0.19974
1012	0.18725
1010	0.17447
1008	0.1623
1006	0.15061
1004	0.1387
1002	0.12714
1000	0.11744
998	0.10872
996	0.10227
994	0.09902
992	0.10013
990	0.10391
988	0.11156
986	0.11858
984	0.12061
982	0.11296
980	0.09969
978	0.0832
976	0.06839
974	0.05405
972	0.04299
970	0.03381
968	0.0266
966	0.01842
964	0.01036
962	0.00195
960	-0.00627
