  4.4000000e+003  1.2745960e+000  1.2594440e+000  1.2978570e+000  1.2719210e+000  1.2968980e+000  1.3110360e+000  1.2786850e+000  1.3011010e+000  1.2983610e+000  1.3058090e+000  1.3017640e+000  1.3192910e+000  1.3148030e+000  1.3165400e+000  1.3195020e+000  1.2978060e+000  1.3119250e+000  1.3242540e+000  1.3036010e+000  1.3088550e+000  1.2779380e+000  1.2859160e+000
  4.3980000e+003  1.2772110e+000  1.2640880e+000  1.2969950e+000  1.2678830e+000  1.2830710e+000  1.3110640e+000  1.2779340e+000  1.3094030e+000  1.2967430e+000  1.3052270e+000  1.3028230e+000  1.3126810e+000  1.3172440e+000  1.3178790e+000  1.3159800e+000  1.2956370e+000  1.3102320e+000  1.3198380e+000  1.3038950e+000  1.3089880e+000  1.2806880e+000  1.2829560e+000
  4.3960000e+003  1.2798820e+000  1.2646830e+000  1.2953300e+000  1.2638440e+000  1.2741190e+000  1.3099460e+000  1.2774710e+000  1.3057210e+000  1.2994060e+000  1.3037240e+000  1.2993050e+000  1.3070560e+000  1.3197450e+000  1.3178940e+000  1.3168940e+000  1.2924340e+000  1.3059780e+000  1.3187920e+000  1.3059780e+000  1.3166840e+000  1.2818990e+000  1.2822500e+000
  4.3940000e+003  1.2799770e+000  1.2616430e+000  1.2960500e+000  1.2630830e+000  1.2810400e+000  1.3071040e+000  1.2812810e+000  1.2958990e+000  1.2992160e+000  1.3051060e+000  1.2957490e+000  1.3096800e+000  1.3185010e+000  1.3194530e+000  1.3152450e+000  1.2912170e+000  1.3093700e+000  1.3211450e+000  1.3110760e+000  1.3148800e+000  1.2789350e+000  1.2815660e+000
  4.3920000e+003  1.2825710e+000  1.2624890e+000  1.2947130e+000  1.2623510e+000  1.2959620e+000  1.3066910e+000  1.2817480e+000  1.2909400e+000  1.2991230e+000  1.3119000e+000  1.3009890e+000  1.3112760e+000  1.3154920e+000  1.3195890e+000  1.3111720e+000  1.2934170e+000  1.3095170e+000  1.3181130e+000  1.3149700e+000  1.3110150e+000  1.2778500e+000  1.2831090e+000
  4.3900000e+003  1.2853420e+000  1.2633500e+000  1.2920690e+000  1.2623340e+000  1.3014720e+000  1.3037530e+000  1.2819440e+000  1.2953470e+000  1.2978470e+000  1.3125350e+000  1.2997070e+000  1.3119120e+000  1.3163900e+000  1.3182250e+000  1.3145100e+000  1.2911280e+000  1.3041100e+000  1.3156050e+000  1.3164410e+000  1.3136250e+000  1.2797070e+000  1.2841060e+000
  4.3880000e+003  1.2837690e+000  1.2619390e+000  1.2923320e+000  1.2653640e+000  1.2940650e+000  1.3044100e+000  1.2808240e+000  1.2956590e+000  1.2969560e+000  1.3092130e+000  1.2942140e+000  1.3064470e+000  1.3158940e+000  1.3201420e+000  1.3161560e+000  1.2864420e+000  1.3041580e+000  1.3203520e+000  1.3145400e+000  1.3161560e+000  1.2791120e+000  1.2814000e+000
  4.3860000e+003  1.2817480e+000  1.2605950e+000  1.2942060e+000  1.2670210e+000  1.2838230e+000  1.3077470e+000  1.2772890e+000  1.2920300e+000  1.2940570e+000  1.3100540e+000  1.2968900e+000  1.3003450e+000  1.3140850e+000  1.3200390e+000  1.3123750e+000  1.2867850e+000  1.3087710e+000  1.3206190e+000  1.3070830e+000  1.3263450e+000  1.2771710e+000  1.2801900e+000
  4.3840000e+003  1.2799100e+000  1.2624420e+000  1.2926470e+000  1.2663720e+000  1.2814950e+000  1.3025800e+000  1.2764720e+000  1.2971610e+000  1.2927950e+000  1.3098070e+000  1.2951220e+000  1.3024780e+000  1.3193560e+000  1.3170010e+000  1.3110910e+000  1.2854540e+000  1.3107310e+000  1.3165850e+000  1.3024280e+000  1.3314870e+000  1.2787580e+000  1.2810000e+000
  4.3820000e+003  1.2786590e+000  1.2643390e+000  1.2928730e+000  1.2680500e+000  1.2852940e+000  1.3025980e+000  1.2798060e+000  1.3012390e+000  1.2942060e+000  1.3063970e+000  1.2899240e+000  1.3086930e+000  1.3251630e+000  1.3185210e+000  1.3146150e+000  1.2818200e+000  1.3093570e+000  1.3181030e+000  1.3055320e+000  1.3185740e+000  1.2816290e+000  1.2841930e+000
  4.3800000e+003  1.2820730e+000  1.2614830e+000  1.2913430e+000  1.2685950e+000  1.2901680e+000  1.3068780e+000  1.2819290e+000  1.2983690e+000  1.2978200e+000  1.3066240e+000  1.2913430e+000  1.3133860e+000  1.3228320e+000  1.3206730e+000  1.3224620e+000  1.2848190e+000  1.3104520e+000  1.3181090e+000  1.3122520e+000  1.3105050e+000  1.2811470e+000  1.2863680e+000
  4.3780000e+003  1.2849070e+000  1.2581330e+000  1.2874240e+000  1.2667070e+000  1.2856800e+000  1.3037030e+000  1.2796300e+000  1.2932430e+000  1.3015920e+000  1.3070940e+000  1.2902510e+000  1.3148880e+000  1.3166510e+000  1.3183160e+000  1.3220330e+000  1.2890790e+000  1.3102550e+000  1.3145270e+000  1.3160810e+000  1.3193600e+000  1.2778010e+000  1.2849030e+000
  4.3760000e+003  1.2815070e+000  1.2584480e+000  1.2869470e+000  1.2644800e+000  1.2744360e+000  1.3068710e+000  1.2785510e+000  1.2910840e+000  1.3016790e+000  1.3048970e+000  1.2888880e+000  1.3147020e+000  1.3145980e+000  1.3183830e+000  1.3167710e+000  1.2905460e+000  1.3076320e+000  1.3124880e+000  1.3138760e+000  1.3262130e+000  1.2744090e+000  1.2826320e+000
  4.3740000e+003  1.2810280e+000  1.2625390e+000  1.2864980e+000  1.2662550e+000  1.2768010e+000  1.3143270e+000  1.2805020e+000  1.2929700e+000  1.3023890e+000  1.3098660e+000  1.2947400e+000  1.3155620e+000  1.3144290e+000  1.3189840e+000  1.3144290e+000  1.2890670e+000  1.3064140e+000  1.3120140e+000  1.3115030e+000  1.3309120e+000  1.2719250e+000  1.2826500e+000
  4.3720000e+003  1.2789580e+000  1.2647840e+000  1.2841550e+000  1.2725590e+000  1.2929720e+000  1.3152670e+000  1.2795280e+000  1.2981430e+000  1.3039260e+000  1.3184730e+000  1.2956250e+000  1.3155770e+000  1.3143930e+000  1.3210240e+000  1.3167110e+000  1.2907260e+000  1.3072010e+000  1.3146490e+000  1.3047300e+000  1.3340090e+000  1.2722310e+000  1.2832520e+000
